일련번호,차량번호,통과시각,파일경로,CODE,인식타임,경차여부,바닥밝기,유효,선택,숫자번호,번호판영역,촬영정보,번호판밝기,전기차,전기차2,번호판밝기2
,"46수8798","20180920141010409","C:\Img\2018\09\20\141010409S_8798.jpg","01","112",,"42(42)",,"1","468798","(649, 422), W:265, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","072(026/095)",,,"194(060/250)"
,"18구0587","20180920141138830","C:\Img\2018\09\20\141138830S_0587.jpg","01","90",,"39(39)",,"1","180587","(465, 414), W:245, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","059(024/077)",,,"184(059/245)"
,"48러8062","20180920141201409","C:\Img\2018\09\20\141201409S_8062.jpg","01","92",,"37(37)",,"1","488062","(569, 396), W:263, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","067(026/089)",,,"192(064/249)"
,"19보6684","20180920141230366","C:\Img\2018\09\20\141230366S_6684.jpg","01","127",,"40(40)",,"1","196684","(625, 398), W:249, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","067(026/085)",,,"196(064/250)"
,"12루3190","20180920141428124","C:\Img\2018\09\20\141428124S_3190.jpg","01","97",,"36(36)",,"1","123190","(537, 436), W:247, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","062(024/079)",,,"194(056/249)"
,"42수7267","20180920141651870","C:\Img\2018\09\20\141651870S_7267.jpg","01","139",,"39(39)",,"1","427267","(539, 410), W:253, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","070(027/086)",,,"207(069/251)"
,"65소3401","20180920141824051","C:\Img\2018\09\20\141824051S_3401.jpg","01","54",,"40(40)",,"1","653401","(753, 435), W:193, H:102","GigE 631164 / 1/500S / Gain 70 /FR 52.0","042(026/084)",,,"124(071/245)"
,"울산12바7022","20180920142012718","C:\Img\2018\09\20\142012718S_7022.jpg","01","109",,"36(36)",,"1","127022","(449, 424), W:259, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","045(021/057)",,,"155(048/208)"
,"53우2068","20180920142045816","C:\Img\2018\09\20\142045816S_2068.jpg","01","107",,"36(36)",,"1","532068","(543, 424), W:245, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","064(026/084)",,,"191(062/249)"
,"14두8346","20180920142100552","C:\Img\2018\09\20\142100552S_8346.jpg","01","98",,"35(35)",,"1","148346","(549, 426), W:249, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","066(026/083)",,,"202(066/250)"
,"51소7755","20180920142345694","C:\Img\2018\09\20\142345694S_7755.jpg","01","60",,"35(35)",,"1","517755","(627, 438), W:259, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","070(028/087)",,,"204(071/250)"
,"26서6928","20180920142511367","C:\Img\2018\09\20\142511367S_6928.jpg","01","109",,"35(35)",,"1","266928","(711, 422), W:267, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","066(025/084)",,,"196(061/250)"
,"37호4270","20180920142520856","C:\Img\2018\09\20\142520856S_4270.jpg","01","59",,"36(36)",,"1","374270","(627, 442), W:259, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","065(027/083)",,,"197(072/249)"
,"18버8159","20180920142542993","C:\Img\2018\09\20\142542993S_8159.jpg","01","86",,"35(35)",,"1","188159","(659, 426), W:255, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","066(026/083)",,,"198(065/250)"
,"22도4236","20180920142706891","C:\Img\2018\09\20\142706891S_4236.jpg","01","77",,"33(33)",,"1","224236","(625, 398), W:265, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","066(025/085)",,,"193(058/249)"
,"10우1272","20180920142751940","C:\Img\2018\09\20\142751940S_1272.jpg","01","59",,"33(33)",,"1","101272","(663, 420), W:263, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","064(030/075)","전기",,"214(083/250)"
,"12너5552","20180920142946700","C:\Img\2018\09\20\142946700S_5552.jpg","01","52",,"32(32)",,"1","125552","(585, 418), W:251, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","062(024/080)",,,"191(056/250)"
,"20부6028","20180920142954236","C:\Img\2018\09\20\142954236S_6028.jpg","01","42",,"33(33)",,"1","206028","(767, 454), W:287, H:75","GigE 631164 / 1/500S / Gain 70 /FR 52.0","078(029/099)",,,"203(067/251)"
,"42러0841","20180920143026344","C:\Img\2018\09\20\143026344S_0841.jpg","01","123",,"34(34)","5","1","420841","(605, 456), W:253, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","064(026/082)",,,"198(066/249)"
,"57호4799","20180920143035170","C:\Img\2018\09\20\143035170S_4799.jpg","01","45",,"34(34)",,"1","574799","(615, 390), W:273, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","073(026/091)",,,"205(063/251)"
,"26로7181","20180920143040962","C:\Img\2018\09\20\143040962S_7181.jpg","01","64",,"33(33)",,"1","267181","(665, 430), W:265, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","074(027/094)",,,"200(064/250)"
,"08버2174","20180920143122325","C:\Img\2018\09\20\143122325S_2174.jpg","01","65",,"32(32)",,"1","082174","(629, 419), W:193, H:98","GigE 631164 / 1/500S / Gain 70 /FR 52.0","030(020/061)",,,"088(047/223)"
,"33버4700","20180920143211168","C:\Img\2018\09\20\143211168S_4700.jpg","01","41",,"34(34)",,"1","334700","(613, 376), W:199, H:105","GigE 631164 / 1/500S / Gain 70 /FR 52.0","038(024/076)",,,"116(062/243)"
,"57조7122","20180920143313402","C:\Img\2018\09\20\143313402S_7122.jpg","01","77",,"32(32)",,"1","577122","(671, 448), W:263, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","068(026/084)",,,"204(062/250)"
,"27하5373","20180920143503429","C:\Img\2018\09\20\143503429S_5373.jpg","01","77",,"34(34)",,"1","275373","(729, 416), W:257, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","058(026/072)","전기",,"199(069/248)"
,"07보8873","20180920143703792","C:\Img\2018\09\20\143703792S_8873.jpg","01","54",,"33(33)",,"1","078873","(695, 421), W:201, H:96","GigE 631164 / 1/500S / Gain 70 /FR 52.0","033(023/059)",,,"102(059/217)"
,"01너9597","20180920143802453","C:\Img\2018\09\20\143802453S_9597.jpg","01","64",,"32(32)",,"1","019597","(625, 420), W:255, H:61","GigE 631164 / 1/500S / Gain 70 /FR 52.0","066(025/083)",,,"195(058/250)"
,"33나4435","20180920144250206","C:\Img\2018\09\20\144250206S_4435.jpg","01","115",,"32(32)",,"1","334435","(487, 416), W:261, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","057(023/076)",,,"182(055/247)"
,"08호2822","20180920144606635","C:\Img\2018\09\20\144606635S_2822.jpg","01","80",,"34(34)",,"1","082822","(613, 418), W:263, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","067(025/090)",,,"188(060/250)"
,"62머0923","20180920144651430","C:\Img\2018\09\20\144651430S_0923.jpg","01","63",,"32(32)","5","1","620923","(497, 506), W:289, H:73","GigE 631164 / 1/500S / Gain 70 /FR 52.0","069(026/089)",,,"195(063/250)"
,"36라0162","20180920144706966","C:\Img\2018\09\20\144706966S_0162.jpg","01","79",,"33(33)",,"1","360162","(525, 432), W:245, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","059(024/076)",,,"190(056/249)"
,"부산93아5252","20180920144838659","C:\Img\2018\09\20\144838659S_5252.jpg","01","92",,"35(35)",,"1","935252","(576, 339), W:184, H:100","GigE 631164 / 1/500S / Gain 70 /FR 52.0","054(023/067)",,,"189(054/246)"
,"51버6658","20180920144854580","C:\Img\2018\09\20\144854580S_6658.jpg","01","106",,"37(37)",,"1","516658","(709, 434), W:269, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","071(028/094)",,,"198(072/250)"
,"57수7221","20180920144909417","C:\Img\2018\09\20\144909417S_7221.jpg","01","90",,"36(36)",,"1","577221","(593, 434), W:233, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0","067(026/079)",,,"211(068/251)"
,"24구9895","20180920144919186","C:\Img\2018\09\20\144919186S_9895.jpg","01","73",,"36(36)",,"1","249895","(713, 390), W:273, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0","072(027/091)",,,"200(064/250)"
,"30두7038","20180920144933529","C:\Img\2018\09\20\144933529S_7038.jpg","01","74",,"37(37)",,"1","307038","(665, 416), W:247, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","064(026/080)",,,"197(066/249)"
,"41러4984","20180920144940610","C:\Img\2018\09\20\144940610S_4984.jpg","01","56",,"37(37)",,"1","414984","(745, 436), W:265, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","066(025/086)",,,"193(063/250)"
,"67오3281","20180920144952801","C:\Img\2018\09\20\144952801S_3281.jpg","01","51",,"36(36)",,"1","673281","(695, 408), W:271, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0","077(027/097)",,,"204(063/251)"
,"55어8670","20180920145035743","C:\Img\2018\09\20\145035743S_8670.jpg","01","71",,"35(35)",,"1","558670","(633, 420), W:269, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","063(024/087)",,,"180(054/249)"
,"65거8353","20180920145136590","C:\Img\2018\09\20\145136590S_8353.jpg","01","68",,"39(39)",,"1","658353","(589, 426), W:261, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","066(026/086)",,,"194(066/249)"
,"38수8643","20180920145225465","C:\Img\2018\09\20\145225465S_8643.jpg","01","111",,"36(36)",,"1","388643","(527, 434), W:253, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","063(025/082)",,,"191(061/249)"
,"68두7650","20180920145312475","C:\Img\2018\09\20\145312475S_7650.jpg","01","82",,"37(37)",,"1","687650","(575, 308), W:261, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","062(024/083)",,,"186(057/249)"
,"25마9322","20180920145449086","C:\Img\2018\09\20\145449086S_9322.jpg","01","53",,"37(37)",,"1","259322","(783, 436), W:295, H:75","GigE 631164 / 1/500S / Gain 70 /FR 52.0","083(033/102)",,,"211(081/251)"
,"51부7819","20180920145643860","C:\Img\2018\09\20\145643860S_7819.jpg","01","78",,"37(37)",,"1","517819","(667, 432), W:257, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0","072(026/087)",,,"210(066/251)"
,"울산12바4392","20180920145652384","C:\Img\2018\09\20\145652384S_4392.jpg","01","103",,"35(35)",,"1","124392","(652, 432), W:308, H:73","GigE 631164 / 1/500S / Gain 70 /FR 52.0","056(024/070)",,,"191(057/246)"
,"43버8719","20180920145722972","C:\Img\2018\09\20\145722972S_8719.jpg","01","74",,"38(38)",,"1","438719","(719, 418), W:267, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","070(028/089)",,,"203(070/250)"
,"80다6446","20180920145816527","C:\Img\2018\09\20\145816527S_6446.jpg","01","68",,"35(35)",,"1","806446","(663, 310), W:207, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","066(027/088)",,,"190(069/248)"
,"93소9376","20180920145851514","C:\Img\2018\09\20\145851514S_9376.jpg","01","62",,"37(37)",,"1","939376","(641, 346), W:277, H:73","GigE 631164 / 1/500S / Gain 70 /FR 52.0","073(031/089)",,,"212(079/250)"
,"19루1575","20180920145856495","C:\Img\2018\09\20\145856495S_1575.jpg","01","70",,"37(37)",,"1","191575","(687, 436), W:269, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","072(026/090)",,,"199(063/251)"
,"62버2239","20180920145910931","C:\Img\2018\09\20\145910931S_2239.jpg","01","65",,"39(39)",,"1","622239","(633, 406), W:255, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","068(027/087)",,,"199(068/250)"
,"13어8706","20180920145957806","C:\Img\2018\09\20\145957806S_8706.jpg","01","68",,"40(40)",,"1","138706","(737, 438), W:281, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","079(029/101)",,,"199(069/250)"
,"85조9956","20180920150134419","C:\Img\2018\09\20\150134419S_9956.jpg","01","93",,"40(40)",,"1","859956","(593, 320), W:267, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","066(025/087)",,,"191(058/250)"
,"64더7258","20180920150202474","C:\Img\2018\09\20\150202474S_7258.jpg","01","114",,"41(41)",,"1","647258","(609, 438), W:265, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","068(028/086)",,,"203(071/250)"
,"48무0982","20180920150348747","C:\Img\2018\09\20\150348747S_0982.jpg","01","51",,"44(44)",,"1","480982","(609, 392), W:273, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","072(027/099)",,,"190(064/249)"
,"20조2597","20180920150358404","C:\Img\2018\09\20\150358404S_2597.jpg","01","90",,"46(46)",,"1","202597","(525, 436), W:257, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","074(028/095)",,,"203(074/251)"
,"42거4954","20180920150440407","C:\Img\2018\09\20\150440407S_4954.jpg","01","83",,"47(47)",,"1","424954","(647, 426), W:253, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","068(026/088)",,,"196(064/250)"
,"43머1696","20180920150548621","C:\Img\2018\09\20\150548621S_1696.jpg","01","100",,"50(50)",,"1","431696","(555, 414), W:257, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","067(026/088)",,,"195(067/249)"
,"42거4854","20180920150559831","C:\Img\2018\09\20\150559831S_4854.jpg","01","71",,"48(48)",,"1","424854","(727, 416), W:275, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","075(027/097)",,,"194(063/250)"
,"82마0848","20180920150608203","C:\Img\2018\09\20\150608203S_0848.jpg","01","64",,"47(47)",,"1","820848","(647, 406), W:263, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","068(028/090)",,,"194(070/249)"
,"10조2667","20180920150641341","C:\Img\2018\09\20\150641341S_2667.jpg","01","94",,"48(48)",,"1","102667","(531, 390), W:247, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","072(029/091)",,,"203(075/250)"
,"46무5802","20180920150650376","C:\Img\2018\09\20\150650376S_5802.jpg","01","98",,"48(48)",,"1","465802","(735, 406), W:277, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","079(029/103)",,,"199(073/251)"
,"41러4118","20180920150723061","C:\Img\2018\09\20\150723061S_4118.jpg","01","77",,"49(49)",,"1","414118","(593, 430), W:247, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","076(028/093)",,,"211(072/251)"
,"울산12바1717","20180920150845253","C:\Img\2018\09\20\150845253S_1717.jpg","01","114",,"51(51)",,"1","121717","(562, 438), W:282, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","075(028/091)",,,"206(068/250)"
,"60도0770","20180920150916495","C:\Img\2018\09\20\150916495S_0770.jpg","01","69",,"51(51)",,"1","600770","(779, 530), W:279, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","077(029/098)",,,"203(070/251)"
,"20가7284","20180920151005841","C:\Img\2018\09\20\151005841S_7284.jpg","01","55",,"52(52)",,"1","207284","(647, 426), W:269, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","079(029/102)",,,"203(073/250)"
,"08가7461","20180920151011560","C:\Img\2018\09\20\151011560S_7461.jpg","01","49",,"52(52)",,"1","087461","(581, 397), W:189, H:102","GigE 631164 / 1/500S / Gain 70 /FR 52.0","043(025/091)",,,"119(066/242)"
,"33러2460","20180920151131193","C:\Img\2018\09\20\151131193S_2460.jpg","01","67",,"55(55)",,"1","332460","(615, 426), W:197, H:99","GigE 631164 / 1/500S / Gain 70 /FR 52.0","044(028/080)",,,"136(080/245)"
,"37두2639","20180920151539338","C:\Img\2018\09\20\151539338S_2639.jpg","01","94",,"61(61)",,"1","372639","(657, 362), W:203, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","085(033/112)",,,"202(079/249)"
,"61주3106","20180920151614922","C:\Img\2018\09\20\151614922S_3106.jpg","01","64",,"64(64)",,"1","613106","(633, 408), W:255, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","081(029/102)",,,"205(072/251)"
,"92두0619","20180920151623895","C:\Img\2018\09\20\151623895S_0619.jpg","01","109",,"59(59)",,"1","920619","(585, 342), W:257, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","079(028/100)",,,"205(068/251)"
,"48러8067","20180920151652336","C:\Img\2018\09\20\151652336S_8067.jpg","01","119",,"62(62)",,"1","488067","(655, 418), W:261, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","079(031/104)",,,"200(077/250)"
,"85조9807","20180920151801275","C:\Img\2018\09\20\151801275S_9807.jpg","01","70",,"65(65)",,"1","859807","(567, 374), W:267, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","083(031/110)",,,"202(076/250)"
,"84노4289","20180920151902195","C:\Img\2018\09\20\151902195S_4289.jpg","01","67",,"63(63)",,"1","844289","(617, 362), W:271, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","085(031/109)",,,"205(076/250)"
,"28누6513","20180920151928834","C:\Img\2018\09\20\151928834S_6513.jpg","01","68",,"61(61)",,"1","286513","(733, 418), W:265, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","085(030/108)",,,"206(071/251)"
,"35주6580","20180920151951388","C:\Img\2018\09\20\151951388S_6580.jpg","01","52",,"62(62)",,"1","356580","(599, 392), W:253, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","077(029/100)",,,"200(074/250)"
,"01두0185","20180920152014846","C:\Img\2018\09\20\152014846S_0185.jpg","01","67",,"64(64)",,"1","010185","(639, 398), W:263, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","078(029/101)",,,"200(073/250)"
,"08호2786","20180920152125112","C:\Img\2018\09\20\152125112S_2786.jpg","01","110",,"58(58)",,"1","082786","(585, 416), W:271, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","076(027/101)",,,"193(067/250)"
,"14보8619","20180920152212479","C:\Img\2018\09\20\152212479S_8619.jpg","01","81",,"59(59)",,"1","148619","(599, 412), W:251, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","078(029/099)",,,"203(070/251)"
,"61구2608","20180920152251868","C:\Img\2018\09\20\152251868S_2608.jpg","01","80",,"61(61)",,"1","612608","(775, 410), W:263, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","080(031/100)",,,"210(079/251)"
,"24버5990","20180920152313906","C:\Img\2018\09\20\152313906S_5990.jpg","01","65",,"59(59)",,"1","245990","(619, 460), W:265, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","077(029/105)",,,"195(069/250)"
,"39두7416","20180920152503784","C:\Img\2018\09\20\152503784S_7416.jpg","01","74",,"61(61)",,"1","397416","(655, 438), W:265, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","083(030/105)",,,"209(078/251)"
,"06노5410","20180920152513834","C:\Img\2018\09\20\152513834S_5410.jpg","01","66",,"58(58)",,"1","065410","(751, 442), W:277, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","081(029/104)",,,"203(070/251)"
,"19어7093","20180920152551632","C:\Img\2018\09\20\152551632S_7093.jpg","01","114",,"57(57)",,"1","197093","(609, 452), W:253, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","080(031/099)",,,"211(076/251)"
,"64마3867","20180920152559186","C:\Img\2018\09\20\152559186S_3867.jpg","01","103",,"56(56)",,"1","643867","(623, 448), W:257, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","071(028/093)",,,"197(068/250)"
,"55거3941","20180920152621175","C:\Img\2018\09\20\152621175S_3941.jpg","01","74",,"54(54)",,"1","553941","(669, 406), W:255, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","079(029/104)",,,"199(071/250)"
,"24버8569","20180920152650379","C:\Img\2018\09\20\152650379S_8569.jpg","01","96",,"53(53)",,"1","248569","(589, 418), W:251, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","075(028/097)",,,"198(067/250)"
,"41무3245","20180920152657836","C:\Img\2018\09\20\152657836S_3245.jpg","01","126",,"49(49)",,"1","413245","(623, 416), W:277, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","078(026/104)",,,"194(062/251)"
,"28누8627","20180920152707386","C:\Img\2018\09\20\152707386S_8627.jpg","01","87",,"53(53)",,"1","288627","(637, 426), W:253, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","073(029/092)",,,"203(071/250)"
,"58너0470","20180920152716319","C:\Img\2018\09\20\152716319S_0470.jpg","01","92",,"53(53)",,"1","580470","(655, 424), W:253, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","075(028/097)",,,"196(071/249)"
,"82버3912","20180920152722228","C:\Img\2018\09\20\152722228S_3912.jpg","01","122",,"53(53)",,"1","823912","(641, 364), W:277, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","079(028/104)",,,"198(067/250)"
,"16무4975","20180920152727575","C:\Img\2018\09\20\152727575S_4975.jpg","01","85",,"53(53)",,"1","164975","(581, 408), W:253, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","075(028/094)",,,"202(067/250)"
,"69하7875","20180920152735417","C:\Img\2018\09\20\152735417S_7875.jpg","01","68",,"52(52)",,"1","697875","(919, 404), W:297, H:75","GigE 631164 / 1/500S / Gain 70 /FR 52.0","069(029/083)",,,"210(073/250)"
,"37보9533","20180920152821079","C:\Img\2018\09\20\152821079S_9533.jpg","01","80",,"53(53)",,"1","379533","(639, 446), W:257, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","080(033/099)",,,"212(084/251)"
,"32버1394","20180920152907697","C:\Img\2018\09\20\152907697S_1394.jpg","01","87",,"53(53)",,"1","321394","(689, 452), W:203, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","076(031/102)",,,"196(077/248)"
,"25로1682","20180920153014849","C:\Img\2018\09\20\153014849S_1682.jpg","01","69",,"58(58)",,"1","251682","(643, 456), W:255, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","075(029/095)",,,"203(074/251)"
,"14서5341","20180920153048539","C:\Img\2018\09\20\153048539S_5341.jpg","01","76",,"56(56)",,"1","145341","(647, 412), W:251, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","078(029/099)",,,"201(072/250)"
,"60고5831","20180920153055733","C:\Img\2018\09\20\153055733S_5831.jpg","01","72",,"55(55)",,"1","605831","(633, 470), W:257, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","077(031/100)",,,"203(080/250)"
,"42거4804","20180920153105275","C:\Img\2018\09\20\153105275S_4804.jpg","01","137",,"57(57)",,"1","424804","(661, 418), W:271, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","079(029/101)",,,"200(068/250)"
,"22모9822","20180920153114312","C:\Img\2018\09\20\153114312S_9822.jpg","01","58",,"58(58)",,"1","229822","(699, 432), W:271, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","077(031/098)",,,"205(083/251)"
,"55너0393","20180920153120021","C:\Img\2018\09\20\153120021S_0393.jpg","01","67",,"55(55)",,"1","550393","(625, 454), W:257, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","072(029/090)",,,"204(071/250)"
,"울산32두6774","20180920153129821","C:\Img\2018\09\20\153129821S_6774.jpg","01","69",,"53(53)",,"1","326774","(701, 389), W:201, H:102","GigE 631164 / 1/500S / Gain 70 /FR 52.0","042(032/081)",,,"132(096/242)"
,"28호6428","20180920153152647","C:\Img\2018\09\20\153152647S_6428.jpg","01","80",,"55(55)",,"1","286428","(723, 414), W:269, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","080(030/104)",,,"203(073/250)"
,"64노2834","20180920153233948","C:\Img\2018\09\20\153233948S_2834.jpg","01","114",,"56(56)",,"1","642834","(489, 400), W:249, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","078(034/095)",,,"211(088/250)"
,"48하1353","20180920153304268","C:\Img\2018\09\20\153304268S_1353.jpg","01","73",,"58(58)",,"1","481353","(585, 424), W:257, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","076(030/094)",,,"208(078/250)"
,"58호9679","20180920153437334","C:\Img\2018\09\20\153437334S_9679.jpg","01","56",,"57(57)",,"1","589679","(537, 388), W:259, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","080(030/102)",,,"204(074/251)"
,"56로4745","20180920153718811","C:\Img\2018\09\20\153718811S_4745.jpg","01","123",,"50(50)",,"1","564745","(661, 424), W:269, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","075(030/099)",,,"204(078/251)"
,"60모3034","20180920153758616","C:\Img\2018\09\20\153758616S_3034.jpg","01","107",,"48(48)",,"1","603034","(601, 428), W:253, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","065(026/083)",,,"197(065/249)"
,"86너3203","20180920154020104","C:\Img\2018\09\20\154020104S_3203.jpg","01","145",,"44(44)",,"1","863203","(605, 400), W:255, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","067(026/088)",,,"192(061/249)"
,"02라6335","20180920154111122","C:\Img\2018\09\20\154111122S_6335.jpg","01","65",,"43(43)",,"1","026335","(567, 422), W:259, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","063(024/083)",,,"189(059/249)"
,"88고4658","20180920154543616","C:\Img\2018\09\20\154543616S_4658.jpg","01","93",,"40(40)",,"1","884658","(689, 350), W:287, H:79","GigE 631164 / 1/500S / Gain 70 /FR 52.0","075(031/096)",,,"202(080/250)"
,"38수9218","20180920154638962","C:\Img\2018\09\20\154638962S_9218.jpg","01","62",,"40(40)",,"1","389218","(557, 432), W:269, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","068(025/089)",,,"192(060/250)"
,"13부7092","20180920154906127","C:\Img\2018\09\20\154906127S_7092.jpg","01","70",,"44(44)",,"1","137092","(743, 446), W:265, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","070(025/089)",,,"199(058/250)"
,"64라7320","20180920155112874","C:\Img\2018\09\20\155112874S_7320.jpg","01","104",,"47(47)",,"1","647320","(607, 416), W:263, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","078(029/101)",,,"205(071/250)"
,"57거9823","20180920155133641","C:\Img\2018\09\20\155133641S_9823.jpg","01","91",,"45(45)",,"1","579823","(753, 440), W:269, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","071(028/094)",,,"194(066/249)"
,"53부8707","20180920155138702","C:\Img\2018\09\20\155138702S_8707.jpg","01","68",,"44(44)",,"1","538707","(689, 412), W:267, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","070(027/095)",,,"192(067/249)"
,"27하6915","20180920155146971","C:\Img\2018\09\20\155146971S_6915.jpg","01","97",,"45(45)",,"1","276915","(699, 516), W:261, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","069(028/085)",,,"204(071/250)"
,"61보1255","20180920155209632","C:\Img\2018\09\20\155209632S_1255.jpg","01","105",,"47(47)",,"1","611255","(667, 422), W:265, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","074(028/093)",,,"204(070/251)"
,"65하5462","20180920155228979","C:\Img\2018\09\20\155228979S_5462.jpg","01","62",,"46(46)",,"1","655462","(585, 392), W:267, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","073(028/093)",,,"200(068/250)"
