일련번호,차량번호,통과시각,파일경로,CODE,인식타임,경차여부,바닥밝기,유효,선택,숫자번호,번호판영역,촬영정보,번호판밝기,전기차,전기차2
,"40부3014","20181125100945730","C:\Img\2018\11\25\100945730S_3014.jpg","01","91",,"27",,"1","403014","(65, 474), W:185, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"12주6277","20181125101419716","C:\Img\2018\11\25\101419716S_6277.jpg","01","133",,"27",,"1","126277","(61, 474), W:201, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"서울82자3184","20181125101755775","C:\Img\2018\11\25\101755775S_3184.jpg","01","194",,"29",,"1","823184","(318, 602), W:206, H:109","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"31로6909","20181125102016789","C:\Img\2018\11\25\102016789S_6909.jpg","01","48",,"28",,"1","316909","(27, 480), W:157, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"36로6909","20181125102048956","C:\Img\2018\11\25\102048956S_6909.jpg","01","48",,"28",,"1","366909","(329, 464), W:341, H:101","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"25구5309","20181125102057342","C:\Img\2018\11\25\102057342S_5309.jpg","01","97",,"27",,"1","255309","(91, 538), W:193, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181125102110244","C:\Img\2018\11\25\102110244S_XXXX.jpg","01","331",,"27","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"49나9105","20181125103735021","C:\Img\2018\11\25\103735021S_9105.jpg","01","56",,"37",,"1","499105","(147, 488), W:187, H:91","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"57고9265","20181125104645789","C:\Img\2018\11\25\104645789S_9265.jpg","01","43",,"36",,"1","579265","(143, 368), W:231, H:95","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"18루4130","20181125104826464","C:\Img\2018\11\25\104826464S_4130.jpg","01","58",,"35",,"1","184130","(241, 458), W:223, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"30부3898","20181125110004655","C:\Img\2018\11\25\110004655S_3898.jpg","01","95",,"21",,"1","303898","(243, 442), W:227, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"34노8655","20181125110933701","C:\Img\2018\11\25\110933701S_8655.jpg","01","69",,"23",,"1","348655","(111, 490), W:213, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"06머7398","20181125111436930","C:\Img\2018\11\25\111436930S_7398.jpg","01","56",,"22",,"1","067398","(239, 418), W:237, H:83","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"26보5409","20181125114657413","C:\Img\2018\11\25\114657413S_5409.jpg","01","92",,"50",,"1","265409","(93, 472), W:193, H:83","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"11구0617","20181125120304729","C:\Img\2018\11\25\120304729S_0617.jpg","01","56",,"63",,"1","110617","(115, 628), W:187, H:99","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"55로4382","20181125120750715","C:\Img\2018\11\25\120750715S_4382.jpg","01","69",,"56",,"1","554382","(245, 452), W:235, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"61어6265","20181125121017405","C:\Img\2018\11\25\121017405S_6265.jpg","01","78",,"66",,"1","616265","(53, 520), W:205, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"35구5976","20181125121454918","C:\Img\2018\11\25\121454918S_5976.jpg","01","55",,"83",,"1","355976","(99, 506), W:185, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"13주1166","20181125123655181","C:\Img\2018\11\25\123655181S_1166.jpg","01","63",,"88",,"1","131166","(61, 536), W:163, H:83","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"37서6695","20181125123749109","C:\Img\2018\11\25\123749109S_6695.jpg","01","65",,"72",,"1","376695","(223, 476), W:249, H:85","1200UM 12430549 / 1/2500S / Gain 500 /",,,
,"10두0804","20181125131056296","C:\Img\2018\11\25\131056296S_0804.jpg","01","107",,"11",,"1","100804","(165, 508), W:207, H:85","1200UM 12430549 / 1/2500S / Gain 500 /",,,
,"미인식","20181125131426806","C:\Img\2018\11\25\131426806S_XXXX.jpg","01","405",,"15","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"54너0465","20181125132331038","C:\Img\2018\11\25\132331038S_0465.jpg","01","93",,"14",,"1","540465","(101, 458), W:197, H:85","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181125134022478","C:\Img\2018\11\25\134022478S_XXXX.jpg","01","201",,"15","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"52보7364","20181125140305314","C:\Img\2018\11\25\140305314S_7364.jpg","01","60",,"14",,"1","527364","(13, 516), W:227, H:85","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"26저0715","20181125141546594","C:\Img\2018\11\25\141546594S_0715.jpg","01","75",,"13",,"1","260715","(147, 488), W:213, H:87","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181125142748050","C:\Img\2018\11\25\142748050S_XXXX.jpg","01","63",,"14","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"40부3014","20181125144252665","C:\Img\2018\11\25\144252665S_3014.jpg","01","89",,"14",,"1","403014","(267, 424), W:247, H:83","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"08모0972","20181125152511607","C:\Img\2018\11\25\152511607S_0972.jpg","01","74",,"13",,"1","080972","(191, 626), W:211, H:99","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"02서3085","20181125153003785","C:\Img\2018\11\25\153003785S_3085.jpg","01","68",,"13",,"1","023085","(119, 448), W:199, H:83","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"50거6173","20181125154602673","C:\Img\2018\11\25\154602673S_6173.jpg","01","45",,"14",,"1","506173","(261, 458), W:257, H:85","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181125155122460","C:\Img\2018\11\25\155122460S_XXXX.jpg","01","270",,"12","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"38우4663","20181125163409270","C:\Img\2018\11\25\163409270S_4663.jpg","01","66",,"7",,"1","384663","(281, 508), W:241, H:87","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181125164012964","C:\Img\2018\11\25\164012964S_XXXX.jpg","01","519",,"10","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181125164051799","C:\Img\2018\11\25\164051799S_XXXX.jpg","01","262",,"7","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"51소6640","20181125164643066","C:\Img\2018\11\25\164643066S_6640.jpg","01","105",,"9",,"1","516640","(275, 512), W:151, H:79","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"11주6059","20181125164809291","C:\Img\2018\11\25\164809291S_6059.jpg","01","142",,"9",,"1","116059","(67, 484), W:161, H:85","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"34모1807","20181125172157849","C:\Img\2018\11\25\172157849S_1807.jpg","01","169",,"9",,"1","341807","(223, 488), W:211, H:83","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"67가4150","20181125174019299","C:\Img\2018\11\25\174019299S_4150.jpg","01","57",,"9",,"1","674150","(263, 462), W:217, H:83","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181125174500768","C:\Img\2018\11\25\174500768S_XXXX.jpg","01","250",,"7","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181125175408052","C:\Img\2018\11\25\175408052S_XXXX.jpg","01","242",,"6","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181125192407486","C:\Img\2018\11\25\192407486S_XXXX.jpg","01","169",,"28","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"02서3085","20181125192620244","C:\Img\2018\11\25\192620244S_3085.jpg","01","64",,"24",,"1","023085","(167, 438), W:223, H:83","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181125195520493","C:\Img\2018\11\25\195520493S_XXXX.jpg","01","326",,"32","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"55나8096","20181125213658115","C:\Img\2018\11\25\213658115S_8096.jpg","01","225",,"29",,"1","558096","(67, 482), W:193, H:89","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"43부1128","20181126051728555","C:\Img\2018\11\26\051728555S_1128.jpg","01","110",,"22",,"1","431128","(97, 498), W:181, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"15너4693","20181126055005334","C:\Img\2018\11\26\055005334S_4693.jpg","01","97",,"30",,"1","154693","(63, 534), W:211, H:93","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"45두9423","20181126055458844","C:\Img\2018\11\26\055458844S_9423.jpg","01","96",,"28",,"1","459423","(149, 526), W:193, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"61어6265","20181126062523383","C:\Img\2018\11\26\062523383S_6265.jpg","01","73",,"23",,"1","616265","(123, 502), W:213, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"08부4506","20181126064731942","C:\Img\2018\11\26\064731942S_4506.jpg","01","52",,"24",,"1","084506","(401, 456), W:201, H:83","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"18루4130","20181126065200466","C:\Img\2018\11\26\065200466S_4130.jpg","01","91",,"24",,"1","184130","(125, 476), W:213, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181126065537858","C:\Img\2018\11\26\065537858S_XXXX.jpg","01","81",,"25","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181126070658975","C:\Img\2018\11\26\070658975S_XXXX.jpg","01","225",,"15","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"65도7648","20181126070810793","C:\Img\2018\11\26\070810793S_7648.jpg","01","117",,"12",,"1","657648","(55, 558), W:239, H:99","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"49나9105","20181126072819583","C:\Img\2018\11\26\072819583S_9105.jpg","01","74",,"15",,"1","499105","(141, 512), W:213, H:93","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"06머7398","20181126073728716","C:\Img\2018\11\26\073728716S_7398.jpg","01","48",,"12",,"1","067398","(133, 448), W:239, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181126073750304","C:\Img\2018\11\26\073750304S_XXXX.jpg","01","96",,"13","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"12주6277","20181126081055167","C:\Img\2018\11\26\081055167S_6277.jpg","01","116",,"15",,"1","126277","(67, 464), W:187, H:83","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181126083845962","C:\Img\2018\11\26\083845962S_XXXX.jpg","01","206",,"17","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"52부1969","20181126083933396","C:\Img\2018\11\26\083933396S_1969.jpg","01","62",,"16",,"1","521969","(71, 358), W:185, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"65마3176","20181126084043838","C:\Img\2018\11\26\084043838S_3176.jpg","01","68",,"14",,"1","653176","(193, 448), W:221, H:81","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"03고1742","20181126084718454","C:\Img\2018\11\26\084718454S_1742.jpg","01","42",,"17",,"1","031742","(205, 464), W:221, H:81","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"25나0616","20181126084835390","C:\Img\2018\11\26\084835390S_0616.jpg","01","247",,"16",,"1","250616","(205, 628), W:229, H:101","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"58무0164","20181126091132933","C:\Img\2018\11\26\091132933S_0164.jpg","01","100",,"16",,"1","580164","(261, 456), W:241, H:83","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"34모1807","20181126094403950","C:\Img\2018\11\26\094403950S_1807.jpg","01","80",,"23",,"1","341807","(71, 510), W:189, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"62모5118","20181126094516973","C:\Img\2018\11\26\094516973S_5118.jpg","01","141",,"18",,"1","625118","(129, 510), W:197, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"83거5260","20181126102027841","C:\Img\2018\11\26\102027841S_5260.jpg","01","100",,"28",,"1","835260","(123, 420), W:219, H:93","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"03버8519","20181126102042203","C:\Img\2018\11\26\102042203S_8519.jpg","01","104",,"33",,"1","038519","(135, 527), W:159, H:132","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"16거0505","20181126102716218","C:\Img\2018\11\26\102716218S_0505.jpg","01","82",,"34",,"1","160505","(17, 520), W:209, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"06부5849","20181126104500942","C:\Img\2018\11\26\104500942S_5849.jpg","01","47",,"35",,"1","065849","(167, 432), W:221, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"02서3085","20181126110316930","C:\Img\2018\11\26\110316930S_3085.jpg","01","54",,"19",,"1","023085","(249, 432), W:233, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181126114241659","C:\Img\2018\11\26\114241659S_XXXX.jpg","01","343",,"70","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181126114759725","C:\Img\2018\11\26\114759725S_XXXX.jpg","01","219",,"13","1","1",,,"1200UM 12430549 / 1/2500S / Gain 220 /",,,
,"55로4382","20181126115539881","C:\Img\2018\11\26\115539881S_4382.jpg","01","52",,"18",,"1","554382","(163, 466), W:207, H:87","1200UM 12430549 / 1/2500S / Gain 230 /",,,
,"37머7809","20181126122235289","C:\Img\2018\11\26\122235289S_7809.jpg","01","80",,"58",,"1","377809","(233, 494), W:241, H:85","1200UM 12430549 / 1/2500S / Gain 240 /",,,
,"46호9739","20181126122546662","C:\Img\2018\11\26\122546662S_9739.jpg","01","62",,"64",,"1","469739","(459, 484), W:269, H:87","1200UM 12430549 / 1/2500S / Gain 240 /",,,
,"40너1780","20181126122658524","C:\Img\2018\11\26\122658524S_1780.jpg","01","93",,"68",,"1","401780","(123, 492), W:213, H:85","1200UM 12430549 / 1/2500S / Gain 240 /",,,
,"06머7398","20181126123100171","C:\Img\2018\11\26\123100171S_7398.jpg","01","67",,"68",,"1","067398","(177, 428), W:223, H:83","1200UM 12430549 / 1/2500S / Gain 240 /",,,
,"미인식","20181126123340237","C:\Img\2018\11\26\123340237S_XXXX.jpg","01","187",,"43","1","1",,,"1200UM 12430549 / 1/2500S / Gain 240 /",,,
,"50머0889","20181126123431456","C:\Img\2018\11\26\123431456S_0889.jpg","01","100",,"70",,"1","500889","(123, 476), W:207, H:79","1200UM 12430549 / 1/2500S / Gain 250 /",,,
,"서울31아6902","20181126130536251","C:\Img\2018\11\26\130536251S_6902.jpg","01","64",,"3",,"1","316902","(207, 480), W:247, H:83","1200UM 12430549 / 1/2500S / Gain 250 /",,,
,"미인식","20181126132653722","C:\Img\2018\11\26\132653722S_XXXX.jpg","01","101",,"4","1","1",,,"1200UM 12430549 / 1/2500S / Gain 260 /",,,
,"69수3763","20181126132823474","C:\Img\2018\11\26\132823474S_3763.jpg","01","53",,"3",,"1","693763","(87, 552), W:339, H:95","1200UM 12430549 / 1/2500S / Gain 270 /",,,
,"10루3775","20181126132907727","C:\Img\2018\11\26\132907727S_3775.jpg","01","78",,"3",,"1","103775","(267, 494), W:293, H:91","1200UM 12430549 / 1/2500S / Gain 280 /",,,
,"27보2628","20181126142014044","C:\Img\2018\11\26\142014044S_2628.jpg","01","94",,"3",,"1","272628","(285, 518), W:317, H:91","1200UM 12430549 / 1/2500S / Gain 290 /",,,
,"18오6333","20181126142546818","C:\Img\2018\11\26\142546818S_6333.jpg","01","70",,"3",,"1","186333","(87, 454), W:201, H:83","1200UM 12430549 / 1/2500S / Gain 300 /",,,
,"34마1526","20181126143841687","C:\Img\2018\11\26\143841687S_1526.jpg","01","142",,"4",,"1","341526","(343, 446), W:223, H:83","1200UM 12430549 / 1/2500S / Gain 310 /",,,
,"61어6443","20181126151500375","C:\Img\2018\11\26\151500375S_6443.jpg","01","107",,"4",,"1","616443","(41, 528), W:211, H:91","1200UM 12430549 / 1/2500S / Gain 320 /",,,
,"미인식","20181126151838283","C:\Img\2018\11\26\151838283S_XXXX.jpg","01","165",,"4","1","1",,,"1200UM 12430549 / 1/2500S / Gain 330 /",,,
,"미인식","20181126152853344","C:\Img\2018\11\26\152853344S_XXXX.jpg","01","218",,"5","1","1",,,"1200UM 12430549 / 1/2500S / Gain 340 /",,,
,"미인식","20181126155410138","C:\Img\2018\11\26\155410138S_XXXX.jpg","01","210",,"4","1","1",,,"1200UM 12430549 / 1/2500S / Gain 350 /",,,
,"27보2628","20181126155951828","C:\Img\2018\11\26\155951828S_2628.jpg","01","65",,"4",,"1","272628","(313, 502), W:307, H:91","1200UM 12430549 / 1/2500S / Gain 360 /",,,
,"미인식","20181126164058049","C:\Img\2018\11\26\164058049S_XXXX.jpg","01","230",,"4","1","1",,,"1200UM 12430549 / 1/2500S / Gain 370 /",,,
,"미인식","20181126171816171","C:\Img\2018\11\26\171816171S_XXXX.jpg","01","354",,"4","1","1",,,"1200UM 12430549 / 1/2500S / Gain 380 /",,,
,"16수6524","20181126174733623","C:\Img\2018\11\26\174733623S_6524.jpg","01","69",,"4",,"1","166524","(307, 518), W:267, H:85","1200UM 12430549 / 1/2500S / Gain 390 /",,,
,"미인식","20181126174828841","C:\Img\2018\11\26\174828841S_XXXX.jpg","01","406",,"4","1","1",,,"1200UM 12430549 / 1/2500S / Gain 400 /",,,
,"18루4130","20181126180828516","C:\Img\2018\11\26\180828516S_4130.jpg","01","57",,"3",,"1","184130","(173, 492), W:273, H:91","1200UM 12430549 / 1/2500S / Gain 410 /",,,
,"23저9999","20181126180900598","C:\Img\2018\11\26\180900598S_9999.jpg","01","80",,"4",,"1","239999","(345, 486), W:249, H:93","1200UM 12430549 / 1/2500S / Gain 420 /",,,
,"15버6981","20181126181642775","C:\Img\2018\11\26\181642775S_6981.jpg","01","80",,"5",,"1","156981","(297, 662), W:273, H:99","1200UM 12430549 / 1/2500S / Gain 430 /",,,
,"34로3410","20181126182206001","C:\Img\2018\11\26\182206001S_3410.jpg","01","49",,"4",,"1","343410","(189, 434), W:221, H:81","1200UM 12430549 / 1/2500S / Gain 440 /",,,
,"52저9430","20181126192400449","C:\Img\2018\11\26\192400449S_9430.jpg","01","59",,"19",,"1","529430","(369, 440), W:267, H:85","1200UM 12430549 / 1/500S / Gain 450 /",,,
,"02서3085","20181126192631011","C:\Img\2018\11\26\192631011S_3085.jpg","01","47",,"23",,"1","023085","(363, 402), W:255, H:85","1200UM 12430549 / 1/500S / Gain 460 /",,,
,"01라7288","20181126193124864","C:\Img\2018\11\26\193124864S_7288.jpg","01","60",,"21",,"1","017288","(225, 466), W:205, H:83","1200UM 12430549 / 1/500S / Gain 470 /",,,
,"14허8699","20181126195429676","C:\Img\2018\11\26\195429676S_8699.jpg","01","358",,"27",,"1","148699","(5, 530), W:233, H:87","1200UM 12430549 / 1/500S / Gain 480 /",,,
,"서울31자7928","20181126195859534","C:\Img\2018\11\26\195859534S_7928.jpg","01","70",,"23",,"1","317928","(190, 466), W:268, H:87","1200UM 12430549 / 1/500S / Gain 490 /",,,
,"15거7194","20181126203754933","C:\Img\2018\11\26\203754933S_7194.jpg","01","49",,"29",,"1","157194","(289, 426), W:255, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"11버2190","20181127000625053","C:\Img\2018\11\27\000625053S_2190.jpg","01","67",,"31",,"1","112190","(103, 532), W:193, H:89","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181127052222557","C:\Img\2018\11\27\052222557S_XXXX.jpg","01","302",,"25","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"45두9422","20181127054829495","C:\Img\2018\11\27\054829495S_9422.jpg","01","33",,"27",,"1","459422","(315, 514), W:263, H:87","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"61어6265","20181127061309088","C:\Img\2018\11\27\061309088S_6265.jpg","01","72",,"23",,"1","616265","(153, 486), W:195, H:83","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"08부4506","20181127064703708","C:\Img\2018\11\27\064703708S_4506.jpg","01","76",,"24",,"1","084506","(363, 474), W:201, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"65도7648","20181127065920387","C:\Img\2018\11\27\065920387S_7648.jpg","01","138",,"23",,"1","657648","(175, 538), W:257, H:97","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"06머7398","20181127072404883","C:\Img\2018\11\27\072404883S_7398.jpg","01","52",,"12",,"1","067398","(257, 474), W:365, H:103","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"18루4130","20181127073842834","C:\Img\2018\11\27\073842834S_4130.jpg","01","84",,"13",,"1","184130","(165, 492), W:239, H:89","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"03머3987","20181127075047730","C:\Img\2018\11\27\075047730S_3987.jpg","01","46",,"12",,"1","033987","(301, 336), W:205, H:139","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"33보9221","20181127075941726","C:\Img\2018\11\27\075941726S_9221.jpg","01","68",,"12",,"1","339221","(197, 506), W:229, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181127081533989","C:\Img\2018\11\27\081533989S_XXXX.jpg","01","172",,"14","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"65마3176","20181127083800396","C:\Img\2018\11\27\083800396S_3176.jpg","01","62",,"13",,"1","653176","(279, 422), W:225, H:81","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181127084014874","C:\Img\2018\11\27\084014874S_XXXX.jpg","01","210",,"15","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181127091710589","C:\Img\2018\11\27\091710589S_XXXX.jpg","01","64",,"14","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"서울31자7928","20181127091737595","C:\Img\2018\11\27\091737595S_7928.jpg","01","85",,"14",,"1","317928","(384, 450), W:340, H:97","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"58무0164","20181127092436036","C:\Img\2018\11\27\092436036S_0164.jpg","01","82",,"14",,"1","580164","(199, 462), W:243, H:83","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"06머7398","20181127092635548","C:\Img\2018\11\27\092635548S_7398.jpg","01","49",,"14",,"1","067398","(327, 434), W:345, H:103","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"34모1807","20181127094902514","C:\Img\2018\11\27\094902514S_1807.jpg","01","82",,"20",,"1","341807","(5, 516), W:173, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"25우1480","20181127095115142","C:\Img\2018\11\27\095115142S_1480.jpg","01","78",,"17",,"1","251480","(153, 452), W:221, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181127100813118","C:\Img\2018\11\27\100813118S_XXXX.jpg","01","239",,"19","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"06부5849","20181127104040867","C:\Img\2018\11\27\104040867S_5849.jpg","01","40",,"27",,"1","065849","(281, 422), W:253, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181127105950053","C:\Img\2018\11\27\105950053S_XXXX.jpg","01","245",,"24","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"83거5260","20181127114553354","C:\Img\2018\11\27\114553354S_5260.jpg","01","98",,"40",,"1","835260","(161, 426), W:205, H:91","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"40너1780","20181127115119033","C:\Img\2018\11\27\115119033S_1780.jpg","01","84",,"46",,"1","401780","(123, 524), W:271, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"65저8713","20181127115446190","C:\Img\2018\11\27\115446190S_8713.jpg","01","256",,"45",,"1","658713","(21, 554), W:211, H:93","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181127121103871","C:\Img\2018\11\27\121103871S_XXXX.jpg","01","456",,"21","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"55로4382","20181127121137673","C:\Img\2018\11\27\121137673S_4382.jpg","01","99",,"19",,"1","554382","(135, 464), W:207, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181127123048106","C:\Img\2018\11\27\123048106S_XXXX.jpg","01","214",,"19","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181127123515428","C:\Img\2018\11\27\123515428S_XXXX.jpg","01","278",,"20","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"11라1354","20181127124440775","C:\Img\2018\11\27\124440775S_1354.jpg","01","76",,"16",,"1","111354","(47, 482), W:201, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181127125615611","C:\Img\2018\11\27\125615611S_XXXX.jpg","01","426",,"15","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"55호8032","20181127133408223","C:\Img\2018\11\27\133408223S_8032.jpg","01","63",,"16",,"1","558032","(69, 514), W:201, H:89","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"27보2628","20181127133929773","C:\Img\2018\11\27\133929773S_2628.jpg","01","59",,"15",,"1","272628","(359, 490), W:295, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"03버8519","20181127135635061","C:\Img\2018\11\27\135635061S_8519.jpg","01","81",,"16",,"1","038519","(173, 529), W:153, H:130","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"09소0557","20181127142220411","C:\Img\2018\11\27\142220411S_0557.jpg","01","79",,"19",,"1","090557","(87, 484), W:209, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"61어6443","20181127143518635","C:\Img\2018\11\27\143518635S_6443.jpg","01","93",,"19",,"1","616443","(145, 496), W:227, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"37다8000","20181127143921400","C:\Img\2018\11\27\143921400S_8000.jpg","01","54",,"19",,"1","378000","(483, 220), W:333, H:111","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"10누5717","20181127150502020","C:\Img\2018\11\27\150502020S_5717.jpg","01","89",,"22",,"1","105717","(191, 468), W:189, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181127151133582","C:\Img\2018\11\27\151133582S_XXXX.jpg","01","311",,"16","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181127152136989","C:\Img\2018\11\27\152136989S_XXXX.jpg","01","316",,"14","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181127152533647","C:\Img\2018\11\27\152533647S_XXXX.jpg","01","276",,"12","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"18오6333","20181127152549516","C:\Img\2018\11\27\152549516S_6333.jpg","01","60",,"12",,"1","186333","(333, 448), W:359, H:105","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181127155628678","C:\Img\2018\11\27\155628678S_XXXX.jpg","01","210",,"19","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"64보2910","20181127160147733","C:\Img\2018\11\27\160147733S_2910.jpg","01","269",,"13",,"1","642910","(67, 506), W:197, H:89","1200UM 12430549 / 1/1500S / Gain 500 /",,,
