일련번호,차량번호,통과시각,파일경로,CODE,인식타임,경차여부,바닥밝기,유효,선택,숫자번호,번호판영역,촬영정보,번호판밝기,전기차,전기차2,번호판밝기2,영상선택
,"28너4122","20181231132902835","C:\Img\2018\12\31\132902835S_4122.jpg","01","187",,"44(42)",,"1","284122","(225, 500), W:243, H:113","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","140(053/187)",,,"136(052/181)","1"
,"28너4122","20181231132908268","C:\Img\2018\12\31\132908268S_4122.jpg","02","72",,"31(31)",,"1","284122","(61, 366), W:347, H:117","GigE 1543846 / 1/4000S / Gain 70 /FR 52.0","095(041/129)",,,"146(068/211)","2"
,"26나6155","20181231133137712","C:\Img\2018\12\31\133137712S_6155.jpg","01","187",,"49(46)",,"1","266155","(259, 518), W:285, H:105","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","153(058/198)",,,"144(056/188)","1"
,"26나6155","20181231133144366","C:\Img\2018\12\31\133144366S_6155.jpg","02","85",,"30(30)",,"1","266155","(121, 378), W:363, H:107","GigE 1543846 / 1/4000S / Gain 70 /FR 52.0","081(036/103)",,,"076(036/095)","2"
,"49보2811","20181231133205682","C:\Img\2018\12\31\133205682S_2811.jpg","01","171",,"61(61)",,"1","492811","(177, 496), W:205, H:113","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","129(056/175)",,,"160(068/222)","2"
,"49보2811","20181231133211844","C:\Img\2018\12\31\133211844S_2811.jpg","02","176",,"32(32)",,"1","492811","(379, 330), W:309, H:97","GigE 1543846 / 1/3000S / Gain 70 /FR 52.0","086(035/110)",,,"124(044/160)","2"
,"서울12자1444","20181231133225927","C:\Img\2018\12\31\133225927S_1444.jpg","01","403",,"57(55)",,"1","121444","(1086, 812), W:158, H:71","GigE 1393756 / 1/500S / Gain 70 /FR 52.0",,,,,"1"
,"57가2581","20181231133233555","C:\Img\2018\12\31\133233555S_2581.jpg","01","214",,"62(62)",,"1","572581","(83, 558), W:147, H:127","GigE 1393756 / 1/500S / Gain 70 /FR 52.0",,,,,"2"
,"57가2581","20181231133240768","C:\Img\2018\12\31\133240768S_2581.jpg","02","84",,"35(35)",,"1","572581","(453, 407), W:241, H:118","GigE 1543846 / 1/2500S / Gain 70 /FR 52.0","054(040/093)",,,"062(045/111)","2"
,"06누0287","20181231133243198","C:\Img\2018\12\31\133243198S_0287.jpg","01","177",,"56(55)",,"1","060287","(367, 492), W:283, H:105","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","202(083/249)",,,"202(081/249)","1"
,"06누0287","20181231133250060","C:\Img\2018\12\31\133250060S_0287.jpg","02","179",,"34(34)",,"1","060287","(455, 330), W:327, H:103","GigE 1543846 / 1/2500S / Gain 70 /FR 52.0","137(054/176)",,,"135(053/173)","2"
,"31고4700","20181231133814820","C:\Img\2018\12\31\133814820S_4700.jpg","01","131",,"52(50)",,"1","314700","(607, 560), W:387, H:85","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","203(078/251)",,,"201(078/251)","1"
,"31고4700","20181231133819905","C:\Img\2018\12\31\133819905S_4700.jpg","02","104",,"70(70)",,"1","314700","(149, 358), W:337, H:101","GigE 1543846 / 1/2000S / Gain 70 /FR 52.0","238(158/253)",,,"238(159/253)","2"
,"24나4904","20181231133843774","C:\Img\2018\12\31\133843774S_4904.jpg","01","82",,"52(43)",,"1","244904","(387, 400), W:337, H:95","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","206(070/251)",,,"196(061/245)","1"
,"24나4904","20181231133849900","C:\Img\2018\12\31\133849900S_4904.jpg","02","85",,"72(72)",,"1","244904","(401, 178), W:329, H:89","GigE 1543846 / 1/2500S / Gain 70 /FR 52.0","230(132/252)",,,"222(112/252)","2"
,"67조9571","20181231133920490","C:\Img\2018\12\31\133920490S_9571.jpg","01","124",,"55(53)",,"1","679571","(403, 554), W:345, H:89","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","177(052/225)",,,"168(050/212)","1"
,"67조9571","20181231133926065","C:\Img\2018\12\31\133926065S_9571.jpg","02","122",,"40(40)",,"1","679571","(683, 322), W:285, H:91","GigE 1543846 / 1/3000S / Gain 70 /FR 52.0","158(100/235)",,,"125(092/227)","2"
,"24구8053","20181231133940825","C:\Img\2018\12\31\133940825S_8053.jpg","01","129",,"44(43)",,"1","248053","(425, 522), W:311, H:101","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","176(063/228)",,,"171(062/223)","1"
,"24고8053","20181231133946799","C:\Img\2018\12\31\133946799S_8053.jpg","02","114",,"46(46)","5","1","248053","(145, 368), W:323, H:107","GigE 1543846 / 1/3000S / Gain 70 /FR 52.0","237(149/253)",,,"241(159/253)","2"
,"49조8827","20181231134003963","C:\Img\2018\12\31\134003963S_8827.jpg","01","90",,"45(44)",,"1","498827","(359, 472), W:321, H:97","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","185(063/231)",,,"181(061/226)","1"
,"49조8827","20181231134010311","C:\Img\2018\12\31\134010311S_8827.jpg","02","83",,"49(49)",,"1","498827","(389, 312), W:319, H:101","GigE 1543846 / 1/4000S / Gain 70 /FR 52.0","229(139/252)",,,"222(123/252)","2"
,"10거0403","20181231134048579","C:\Img\2018\12\31\134048579S_0403.jpg","01","123",,"59(57)",,"1","100403","(173, 548), W:233, H:111","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","115(055/146)",,,"109(053/137)","1"
,"10거0403","20181231134053035","C:\Img\2018\12\31\134053035S_0403.jpg","02","89",,"44(31)",,"1","100403","(251, 638), W:355, H:123","GigE 1543846 / 1/5000S / Gain 70 /FR 52.0","204(100/251)",,,"196(090/250)","1"
,"48거3759","20181231134139391","C:\Img\2018\12\31\134139391S_3759.jpg","01","144",,"50(50)",,"1","483759","(469, 554), W:385, H:83","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","200(074/250)",,,"196(073/250)","2"
,"48거3759","20181231134147297","C:\Img\2018\12\31\134147297S_3759.jpg","02","107",,"41(36)",,"1","483759","(203, 402), W:253, H:95","GigE 1543846 / 1/5000S / Gain 70 /FR 52.0","229(147/252)",,,"224(134/252)","3"
,"전북30바8027","20181231134228834","C:\Img\2018\12\31\134228834S_8027.jpg","01","127",,"43(43)",,"1","308027","(380, 558), W:374, H:107","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","157(062/215)",,,"150(061/208)","2"
,"전북30바8027","20181231134235836","C:\Img\2018\12\31\134235836S_8027.jpg","02","80",,"30(28)",,"1","308027","(232, 364), W:376, H:103","GigE 1543846 / 1/6000S / Gain 70 /FR 52.0","202(092/250)",,,"188(081/246)","1"
,"전북29모6320","20181231134239293","C:\Img\2018\12\31\134239293S_6320.jpg","01","115",,"45(45)",,"1","296320","(510, 567), W:252, H:134","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","113(074/222)",,,"111(074/219)","2"
,"전북29모6320","20181231134248816","C:\Img\2018\12\31\134248816S_6320.jpg","02","139",,"28(28)",,"1","296320","(368, 410), W:250, H:129","GigE 1543846 / 1/6000S / Gain 70 /FR 52.0","178(140/248)",,,"174(136/248)","2"
,"16도7069","20181231134316926","C:\Img\2018\12\31\134316926S_7069.jpg","01","174",,"80(77)",,"1","167069","(185, 532), W:253, H:99","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","113(044/147)",,,"107(042/141)","1"
,"16도7069","20181231134323479","C:\Img\2018\12\31\134323479S_7069.jpg","02","136",,"28(28)",,"1","167069","(467, 602), W:321, H:109","GigE 1543846 / 1/6000S / Gain 70 /FR 52.0","127(056/181)",,,"146(077/219)","2"
,"65조0537","20181231134330548","C:\Img\2018\12\31\134330548S_0537.jpg","01","127",,"46(43)",,"1","650537","(347, 506), W:327, H:97","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","169(050/222)",,,"164(049/216)","1"
,"65조0537","20181231134335673","C:\Img\2018\12\31\134335673S_0537.jpg","02","200",,"29(29)",,"1","650537","(505, 266), W:305, H:95","GigE 1543846 / 1/6000S / Gain 70 /FR 52.0","201(075/251)",,,"204(080/251)","2"
,"02마6159","20181231134424434","C:\Img\2018\12\31\134424434S_6159.jpg","01","97",,"42(41)",,"1","026159","(423, 498), W:337, H:99","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","190(059/238)",,,"184(059/232)","1"
,"50버5095","20181231134431845","C:\Img\2018\12\31\134431845S_5095.jpg","01","115",,"43(42)",,"1","505095","(469, 540), W:331, H:101","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","185(058/244)",,,"182(057/242)","1"
,"미인식","20181231134435093","C:\Img\2018\12\31\134435093S_XXXX.jpg","02","310",,"25(23)","1","1",,,"GigE 1543846 / 1/9000S / Gain 70 /FR 52.0",,,,,"1"
,"50버5095","20181231134441843","C:\Img\2018\12\31\134441843S_5095.jpg","02","101",,"30(30)",,"1","505095","(345, 612), W:311, H:119","GigE 1543846 / 1/9000S / Gain 70 /FR 52.0","095(045/148)",,,"131(057/205)","2"
,"20보0643","20181231134623845","C:\Img\2018\12\31\134623845S_0643.jpg","01","122",,"49(45)",,"1","200643","(211, 526), W:261, H:113","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","112(044/153)",,,"110(044/151)","1"
,"20보0643","20181231134629918","C:\Img\2018\12\31\134629918S_0643.jpg","02","59",,"23(23)",,"1","200643","(241, 366), W:337, H:101","GigE 1543846 / 1/9000S / Gain 70 /FR 52.0","199(085/250)",,,"195(080/249)","2"
,"42오1023","20181231134656151","C:\Img\2018\12\31\134656151S_1023.jpg","01","90",,"45(42)",,"1","421023","(453, 542), W:335, H:91","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","176(057/224)",,,"168(056/213)","1"
,"42오1023","20181231134701110","C:\Img\2018\12\31\134701110S_1023.jpg","02","129",,"28(28)",,"1","421023","(95, 276), W:319, H:103","GigE 1543846 / 1/9000S / Gain 70 /FR 52.0","140(069/181)",,,"140(070/180)","2"
,"54노4239","20181231134705818","C:\Img\2018\12\31\134705818S_4239.jpg","01","131",,"46(46)",,"1","544239","(423, 618), W:351, H:103","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","202(062/248)",,,"194(060/243)","2"
,"54노4239","20181231134711817","C:\Img\2018\12\31\134711817S_4239.jpg","02","77",,"29(29)",,"1","544239","(321, 628), W:341, H:107","GigE 1543846 / 1/6000S / Gain 70 /FR 52.0","103(049/140)",,,"149(058/197)","2"
,"69머9674","20181231134848842","C:\Img\2018\12\31\134848842S_9674.jpg","01","117",,"43(42)",,"1","699674","(463, 526), W:373, H:85","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","198(060/247)",,,"191(060/244)","1"
,"69머9674","20181231134854626","C:\Img\2018\12\31\134854626S_9674.jpg","02","93",,"28(28)",,"1","699674","(501, 310), W:313, H:97","GigE 1543846 / 1/6000S / Gain 70 /FR 52.0","211(085/251)",,,"212(088/251)","2"
,"53마6767","20181231134914988","C:\Img\2018\12\31\134914988S_6767.jpg","01","101",,"48(44)",,"1","536767","(19, 540), W:207, H:111","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","070(032/095)",,,,"1"
,"53마6767","20181231134920745","C:\Img\2018\12\31\134920745S_6767.jpg","02","140",,"26(24)",,"1","536767","(235, 602), W:347, H:121","GigE 1543846 / 1/9000S / Gain 70 /FR 52.0","072(042/113)",,,"085(046/135)","1"
,"32조1230","20181231134924424","C:\Img\2018\12\31\134924424S_1230.jpg","01","121",,"40(39)",,"1","321230","(469, 548), W:333, H:95","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","188(062/228)",,,"180(060/219)","1"
,"32조1230","20181231134930014","C:\Img\2018\12\31\134930014S_1230.jpg","02","106",,"24(24)",,"1","321230","(323, 260), W:319, H:95","GigE 1543846 / 1/6000S / Gain 70 /FR 52.0","198(101/242)",,,"220(120/251)","2"
,"21수1467","20181231135035326","C:\Img\2018\12\31\135035326S_1467.jpg","01","124",,"42(40)",,"1","211467","(605, 598), W:263, H:101","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","213(059/251)",,,"211(059/249)","1"
,"21수1467","20181231135042567","C:\Img\2018\12\31\135042567S_1467.jpg","02","147",,"26(24)",,"1","211467","(247, 414), W:275, H:103","GigE 1543846 / 1/9000S / Gain 70 /FR 52.0","057(025/066)",,,"044(022/050)","1"
,"09라8623","20181231135242047","C:\Img\2018\12\31\135242047S_8623.jpg","01","93",,"41(40)",,"1","098623","(603, 575), W:275, H:138","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","128(075/244)",,,"125(074/242)","1"
,"09라8623","20181231135246744","C:\Img\2018\12\31\135246744S_8623.jpg","02","119",,"25(25)",,"1","098623","(235, 382), W:255, H:127","GigE 1543846 / 1/6000S / Gain 70 /FR 52.0","031(023/051)",,,"035(025/057)","2"
,"56모5003","20181231135253281","C:\Img\2018\12\31\135253281S_5003.jpg","01","75",,"39(38)",,"1","565003","(155, 480), W:241, H:111","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","106(047/147)",,,"104(047/143)","1"
,"56모5003","20181231135259612","C:\Img\2018\12\31\135259612S_5003.jpg","02","66",,"24(24)",,"1","565003","(291, 586), W:333, H:113","GigE 1543846 / 1/6000S / Gain 70 /FR 52.0","049(026/066)",,,"046(026/060)","2"
,"14호1124","20181231135259731","C:\Img\2018\12\31\135259731S_1124.jpg","01","77",,"39(38)",,"1","141124","(341, 532), W:319, H:105","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","170(052/220)",,,"161(050/212)","1"
,"14호1124","20181231135305158","C:\Img\2018\12\31\135305158S_1124.jpg","02","93",,"28(28)",,"1","141124","(157, 340), W:339, H:101","GigE 1543846 / 1/5000S / Gain 70 /FR 52.0","049(024/061)",,,"052(026/064)","2"
,"25다1998","20181231135351833","C:\Img\2018\12\31\135351833S_1998.jpg","01","86",,"40(39)",,"1","251998","(431, 566), W:335, H:101","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","190(057/237)",,,"186(056/233)","1"
,"25다1998","20181231135358061","C:\Img\2018\12\31\135358061S_1998.jpg","02","112",,"33(33)",,"1","251998","(145, 364), W:349, H:109","GigE 1543846 / 1/4000S / Gain 70 /FR 52.0","059(034/070)",,,"069(040/083)","2"
,"11노4314","20181231135457801","C:\Img\2018\12\31\135457801S_4314.jpg","01","121",,"41(40)",,"1","114314","(437, 522), W:339, H:97","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","204(060/244)",,,"201(060/241)","1"
,"11노4314","20181231135502736","C:\Img\2018\12\31\135502736S_4314.jpg","02","276",,"39(39)",,"1","114314","(327, 320), W:327, H:99","GigE 1543846 / 1/3000S / Gain 70 /FR 52.0","087(035/108)",,,"100(039/123)","2"
,"52거0925","20181231135628569","C:\Img\2018\12\31\135628569S_0925.jpg","01","90",,"40(39)",,"1","520925","(391, 576), W:333, H:101","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","176(052/224)",,,"166(050/214)","1"
,"52거0925","20181231135634323","C:\Img\2018\12\31\135634323S_0925.jpg","02","154",,"36(36)",,"1","520925","(65, 310), W:355, H:103","GigE 1543846 / 1/2500S / Gain 70 /FR 52.0","088(037/111)",,,"093(039/117)","2"
,"26두8697","20181231140041395","C:\Img\2018\12\31\140041395S_8697.jpg","01","82",,"40(39)",,"1","268697","(191, 492), W:265, H:105","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","128(053/164)",,,"121(050/155)","1"
,"26두8697","20181231140046297","C:\Img\2018\12\31\140046297S_8697.jpg","02","109",,"38(38)",,"1","268697","(287, 494), W:319, H:117","GigE 1543846 / 1/2000S / Gain 70 /FR 52.0","116(041/167)",,,"124(044/177)","2"
,"85머0521","20181231140055854","C:\Img\2018\12\31\140055854S_0521.jpg","01","77",,"41(41)",,"1","850521","(205, 582), W:329, H:113","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","149(044/199)",,,"164(048/223)","2"
,"85머0521","20181231140101827","C:\Img\2018\12\31\140101827S_0521.jpg","02","83",,"45(45)",,"1","850521","(473, 602), W:317, H:113","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","114(039/167)",,,"152(049/222)","2"
,"57루1259","20181231140113533","C:\Img\2018\12\31\140113533S_1259.jpg","01","93",,"46(44)",,"1","571259","(125, 458), W:233, H:107","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","132(058/176)",,,"126(056/170)","1"
,"57루1259","20181231140119665","C:\Img\2018\12\31\140119665S_1259.jpg","02","77",,"45(45)",,"1","571259","(433, 266), W:321, H:97","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","154(057/196)",,,"148(056/186)","2"
,"전북82배1183","20181231140127429","C:\Img\2018\12\31\140127429S_1183.jpg","01","183",,"47(46)",,"1","821183","(273, 386), W:339, H:87","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","182(057/232)",,,"179(056/229)","1"
,"전북82배1183","20181231140141497","C:\Img\2018\12\31\140141497S_1183.jpg","02","113",,"67(67)",,"1","821183","(147, 540), W:359, H:109","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","126(045/181)",,,"166(057/232)","2"
,"26모1761","20181231140143869","C:\Img\2018\12\31\140143869S_1761.jpg","01","106",,"47(46)",,"1","261761","(567, 552), W:329, H:95","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","212(058/252)",,,"212(058/252)","1"
,"14우3406","20181231140153962","C:\Img\2018\12\31\140153962S_3406.jpg","01","106",,"46(38)",,"1","143406","(665, 590), W:383, H:89","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","202(064/251)",,,"200(057/251)","1"
,"26모1761","20181231140153213","C:\Img\2018\12\31\140153213S_1761.jpg","02","265",,"64(62)",,"1","261761","(469, 622), W:313, H:107","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","104(056/224)",,,"197(080/251)","3"
,"14우3406","20181231140224959","C:\Img\2018\12\31\140224959S_3406.jpg","02","126",,"62(46)",,"1","143406","(359, 384), W:349, H:95","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","215(086/252)",,,"203(070/249)","1"
,"50수0226","20181231140225122","C:\Img\2018\12\31\140225122S_0226.jpg","01","80",,"39(30)",,"1","500226","(583, 568), W:391, H:89","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","197(057/251)",,,"181(049/239)","1"
,"54루6950","20181231140246502","C:\Img\2018\12\31\140246502S_6950.jpg","01","93",,"31(30)",,"1","546950","(343, 526), W:303, H:105","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","098(036/132)",,,"095(035/127)","1"
,"50수0226","20181231140249261","C:\Img\2018\12\31\140249261S_0226.jpg","02","133",,"44(44)",,"1","500226","(225, 398), W:345, H:117","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","180(060/239)",,,"173(060/231)","2"
,"14우3109","20181231140323071","C:\Img\2018\12\31\140323071S_3109.jpg","02","147",,"46(46)",,"1","143109","(227, 288), W:345, H:109","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","183(065/234)",,,"175(064/223)","2"
,"17어1006","20181231140341752","C:\Img\2018\12\31\140341752S_1006.jpg","01","76",,"38(38)",,"1","171006","(553, 560), W:409, H:93","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","188(048/242)",,,"204(056/251)","2"
,"17어1006","20181231140350286","C:\Img\2018\12\31\140350286S_1006.jpg","02","356",,"46(45)",,"1","171006","(411, 502), W:339, H:117","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","190(071/243)",,,"189(070/243)","1"
,"33무0551","20181231140511483","C:\Img\2018\12\31\140511483S_0551.jpg","01","94",,"38(29)",,"1","330551","(217, 488), W:179, H:101","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","110(046/136)",,,"075(035/091)","1"
,"33무0551","20181231140517845","C:\Img\2018\12\31\140517845S_0551.jpg","02","72",,"43(43)",,"1","330551","(419, 302), W:257, H:91","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","159(054/211)",,,"148(052/197)","2"
,"05모8761","20181231140532009","C:\Img\2018\12\31\140532009S_8761.jpg","01","122",,"30(28)",,"1","058761","(367, 524), W:307, H:103","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","108(035/142)",,,"098(033/130)","1"
,"05모8761","20181231140538765","C:\Img\2018\12\31\140538765S_8761.jpg","02","109",,"48(48)",,"1","058761","(7, 412), W:353, H:115","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","128(043/179)",,,"119(043/164)","2"
,"20머5812","20181231140617459","C:\Img\2018\12\31\140617459S_5812.jpg","01","143",,"39(39)",,"1","205812","(485, 598), W:357, H:113","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","152(053/198)",,,"185(066/239)","2"
,"20머5812","20181231140622729","C:\Img\2018\12\31\140622729S_5812.jpg","02","125",,"62(62)",,"1","205812","(281, 410), W:261, H:93","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","191(074/242)",,,"205(089/249)","2"
,"63라2808","20181231140624170","C:\Img\2018\12\31\140624170S_2808.jpg","01","119",,"39(38)",,"1","632808","(297, 504), W:287, H:111","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","121(048/167)",,,"115(046/159)","1"
,"63라2808","20181231140632698","C:\Img\2018\12\31\140632698S_2808.jpg","02","95",,"60(60)",,"1","632808","(291, 348), W:359, H:103","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","197(072/250)",,,"196(071/250)","2"
,"01부1822","20181231140751327","C:\Img\2018\12\31\140751327S_1822.jpg","01","107",,"45(45)",,"1","011822","(240, 516), W:202, H:125","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","064(036/131)",,,"075(041/157)","2"
,"01부1822","20181231140756682","C:\Img\2018\12\31\140756682S_1822.jpg","02","87",,"62(62)",,"1","011822","(255, 325), W:255, H:130","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","124(067/245)",,,"121(065/243)","2"
,"18더8883","20181231141153959","C:\Img\2018\12\31\141153959S_8883.jpg","01","114",,"45(43)",,"1","188883","(9, 514), W:195, H:113","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","078(043/104)",,,,"1"
,"18더8883","20181231141159927","C:\Img\2018\12\31\141159927S_8883.jpg","02","111",,"63(63)",,"1","188883","(369, 374), W:331, H:101","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","191(074/249)",,,"190(075/249)","2"
,"11거2713","20181231141347314","C:\Img\2018\12\31\141347314S_2713.jpg","01","111",,"46(45)",,"1","112713","(385, 500), W:345, H:95","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","216(073/246)",,,"211(072/243)","1"
,"11거2713","20181231141351744","C:\Img\2018\12\31\141351744S_2713.jpg","02","97",,"63(63)",,"1","112713","(411, 326), W:253, H:89","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","221(092/248)",,,"217(095/247)","2"
,"46부9722","20181231141433031","C:\Img\2018\12\31\141433031S_9722.jpg","01","120",,"46(45)",,"1","469722","(519, 534), W:385, H:87","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","199(063/251)",,,"196(062/251)","1"
,"46부9722","20181231141440402","C:\Img\2018\12\31\141440402S_9722.jpg","02","125",,"68(68)",,"1","469722","(285, 348), W:337, H:97","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","200(077/251)",,,"197(075/249)","2"
,"46나5690","20181231141754709","C:\Img\2018\12\31\141754709S_5690.jpg","01","98",,"47(42)",,"1","465690","(427, 566), W:249, H:133","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","119(063/242)",,,"097(051/207)","1"
,"46나5690","20181231141800506","C:\Img\2018\12\31\141800506S_5690.jpg","02","82",,"71(71)",,"1","465690","(519, 392), W:239, H:119","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","136(075/246)",,,"135(074/246)","2"
,"57더7423","20181231141925268","C:\Img\2018\12\31\141925268S_7423.jpg","01","143",,"41(41)",,"1","577423","(425, 618), W:369, H:103","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","199(052/248)",,,"194(053/243)","2"
,"57더7423","20181231141929775","C:\Img\2018\12\31\141929775S_7423.jpg","02","122",,"64(64)",,"1","577423","(349, 366), W:319, H:97","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","199(073/250)",,,"200(070/249)","2"
,"63수1182","20181231141934492","C:\Img\2018\12\31\141934492S_1182.jpg","01","76",,"37(36)",,"1","631182","(343, 498), W:337, H:95","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","155(046/190)",,,"145(044/179)","1"
,"63수1182","20181231141940497","C:\Img\2018\12\31\141940497S_1182.jpg","02","122",,"61(61)",,"1","631182","(203, 248), W:351, H:103","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","197(065/248)",,,"191(064/242)","2"
,"17도7247","20181231142124863","C:\Img\2018\12\31\142124863S_7247.jpg","01","89",,"42(42)",,"1","177247","(259, 532), W:287, H:111","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","113(034/153)",,,"137(039/186)","2"
,"17도7247","20181231142130314","C:\Img\2018\12\31\142130314S_7247.jpg","02","73",,"62(62)",,"1","177247","(349, 330), W:329, H:95","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","197(061/251)",,,"198(063/250)","2"
,"56서7403","20181231142200322","C:\Img\2018\12\31\142200322S_7403.jpg","01","90",,"44(42)",,"1","567403","(155, 482), W:231, H:109","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","098(037/137)",,,"091(035/126)","1"
,"56서7403","20181231142212192","C:\Img\2018\12\31\142212192S_7403.jpg","02","104",,"59(59)",,"1","567403","(537, 242), W:331, H:91","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","201(062/250)",,,"200(062/250)","2"
,"02마6013","20181231142253187","C:\Img\2018\12\31\142253187S_6013.jpg","01","103",,"43(42)",,"1","026013","(193, 454), W:271, H:105","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","120(042/157)",,,"118(041/156)","1"
,"02마6013","20181231142304058","C:\Img\2018\12\31\142304058S_6013.jpg","02","92",,"59(59)",,"1","026013","(367, 290), W:357, H:105","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","205(065/251)",,,"205(066/250)","2"
,"04더0258","20181231142549297","C:\Img\2018\12\31\142549297S_0258.jpg","01","105",,"45(44)",,"1","040258","(175, 494), W:221, H:107","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","099(040/131)",,,"097(039/128)","1"
,"04더0258","20181231142555226","C:\Img\2018\12\31\142555226S_0258.jpg","02","92",,"63(63)",,"1","040258","(147, 380), W:337, H:105","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","196(072/248)",,,"185(071/237)","2"
,"22버8270","20181231142756398","C:\Img\2018\12\31\142756398S_8270.jpg","01","81",,"42(41)",,"1","228270","(273, 504), W:287, H:105","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","134(044/187)",,,"127(042/181)","1"
,"22버8270","20181231142803492","C:\Img\2018\12\31\142803492S_8270.jpg","02","93",,"60(60)",,"1","228270","(311, 332), W:329, H:101","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","187(062/250)",,,"187(063/249)","2"
,"18버3780","20181231142839324","C:\Img\2018\12\31\142839324S_3780.jpg","01","95",,"43(43)",,"1","183780","(455, 556), W:387, H:85","GigE 1393756 / 1/500S / Gain 70 /FR 52.0","083(035/111)",,,"081(036/109)","2"
,"18버3780","20181231142845571","C:\Img\2018\12\31\142845571S_3780.jpg","02","100",,"62(62)",,"1","183780","(307, 592), W:327, H:113","GigE 1543846 / 1/1000S / Gain 70 /FR 52.0","107(051/143)",,,"101(050/134)","2"
